ts	                te	                td	    sa	            da	        sp	    dp	    pr	flg	     fwd stos	ipkt	ibyt	opkt	obyt	in	out	sas	das	smk	dmk	dtos	dir	nh	nhb	svln	dvln	ismc	odmc	idmc	osmc	mpls1	mpls2	mpls3	mpls4	mpls5	mpls6	mpls7	mpls8	mpls9	mpls10	cl	sl	al	ra	eng	exid	tr
2011-01-07 16:31:40	2011-01-07 16:31:53	12,187	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	164	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	54:c6:ff:a7:0d:ad	00:00:00:00:00:00	33:33:00:01:00:02	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	0/0	1	2024-06-18 13:20:51.617
2011-01-07 16:31:31	2011-01-07 16:31:53	22,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	24	2496	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:d7:6d:b1:b0:66	00:00:00:00:00:00	33:33:00:00:00:fb	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	0/0	1	2024-06-18 13:20:51.617
2011-01-07 16:31:33	2011-01-07 16:31:53	20,028	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	180	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:e3:41:49	00:00:00:00:00:00	33:33:00:01:00:02	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:20:51.617
2011-01-07 16:31:31	2011-01-07 16:31:53	22,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	8	784	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:d7:6d:b1:b0:66	00:00:00:00:00:00	33:33:00:01:00:03	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:20:51.617
2011-01-07 16:31:38	2011-01-07 16:31:53	15,016	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	64	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	66:fc:e8:ec:1f:6c	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:20:51.617
2011-01-07 16:31:48	2011-01-07 16:31:48	0	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	166	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	90:f7:b2:15:36:a9	00:00:00:00:00:00	33:33:00:01:00:02	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:20:55.231
2011-01-07 16:31:48	2011-01-07 16:31:48	0	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	108	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	66:fc:e8:ec:1f:6c	00:00:00:00:00:00	33:33:00:01:00:02	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	0/0	1	2024-06-18 13:20:55.231
2011-01-07 16:30:59	2011-01-07 16:31:57	58,003	0.0.0.0	0.0.0.0	0	0	0	........	0	0	103	6592	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:09:0f:09:1e:0a	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	0/0	1	2024-06-18 13:20:55.231
2011-01-07 16:31:55	2011-01-07 16:31:55	0	10.100.65.154	255.255.255.255	9647	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	0/0	1	2024-06-18 13:20:55.231
2011-01-07 16:31:42	2011-01-07 16:31:42	0	10.100.65.124	224.0.1.140	32387	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	0/0	1	2024-06-18 13:20:55.231
2011-01-07 16:31:52	2011-01-07 16:31:58	5,841	10.100.65.59	255.255.255.255	25488	5246	UDP	........	0	0	2	452	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	0/0	1	2024-06-18 13:20:55.231
2011-01-07 16:31:37	2011-01-07 16:31:51	14,001	10.100.65.126	224.0.1.140	39161	5246	UDP	........	0	0	2	470	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	0/0	1	2024-06-18 13:20:55.231
2011-01-07 16:31:52	2011-01-07 16:31:52	0	10.100.65.123	255.255.255.255	20726	5246	UDP	........	0	0	1	229	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	0/0	1	2024-06-18 13:20:55.231
2011-01-07 16:31:54	2011-01-07 16:31:54	0	10.100.65.154	224.0.1.140	9647	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:20:55.231
2011-01-07 16:31:42	2011-01-07 16:31:42	0	10.100.65.124	255.255.255.255	32387	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:20:55.231
2011-01-07 16:31:36	2011-01-07 16:31:58	22,033	10.100.65.126	255.255.255.255	39161	5246	UDP	........	0	0	3	705	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:20:55.231
2011-01-07 16:31:52	2011-01-07 16:31:52	0	10.100.65.123	224.0.1.140	20726	5246	UDP	........	0	0	1	229	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:20:55.231
2011-01-07 16:31:52	2011-01-07 16:31:58	6	10.100.65.59	224.0.1.140	25488	5246	UDP	........	0	0	2	452	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:20:55.231
2011-01-07 16:32:03	2011-01-07 16:32:15	11,997	10.100.65.154	255.255.255.255	9647	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:12.617
2011-01-07 16:32:00	2011-01-07 16:32:15	14,185	10.100.65.173	224.0.0.252	49866	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:12.617
2011-01-07 16:32:03	2011-01-07 16:32:15	11,997	10.100.65.163	224.0.0.252	65218	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:12.617
2011-01-07 16:31:59	2011-01-07 16:32:15	15,206	10.100.65.124	224.0.1.140	32387	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:12.617
2011-01-07 16:32:00	2011-01-07 16:32:15	14,185	20.33.5.82	10.100.65.97	443	56795	TCP	...AP...	0	0	1	863	0	0	1	0	0	0	32	32	0	0	10.100.65.97	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:12.617
2011-01-07 16:32:00	2011-01-07 16:32:15	14,185	10.100.65.173	224.0.0.252	55852	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:12.617
2011-01-07 16:32:00	2011-01-07 16:32:15	14,185	10.100.65.163	224.0.0.252	63095	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:12.617
2011-01-07 16:32:03	2011-01-07 16:32:15	11,997	10.100.65.163	224.0.0.252	51873	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:12.617
2011-01-07 16:32:03	2011-01-07 16:32:15	11,997	10.100.65.173	224.0.0.252	64527	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:12.617
2011-01-07 16:32:02	2011-01-07 16:32:15	13,018	10.100.65.154	224.0.1.140	9647	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:12.617
2011-01-07 16:31:59	2011-01-07 16:32:15	15,054	10.100.65.124	255.255.255.255	32387	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:12.617
2011-01-07 16:32:01	2011-01-07 16:32:15	13,986	10.100.65.163	224.0.0.252	51142	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:12.617
2011-01-07 16:32:03	2011-01-07 16:32:15	11,997	10.100.65.173	224.0.0.252	53596	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:12.617
2011-01-07 16:32:00	2011-01-07 16:32:15	14,185	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	64	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:35:0b:bd	00:00:00:00:00:00	e8:78:ee:e5:d5:47	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:12.617
2011-01-07 16:32:00	2011-01-07 16:32:15	14,185	0.0.0.0	0.0.0.0	0	0	0	........	0	0	2	128	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	c8:4b:d6:77:ec:c5	00:00:00:00:00:00	e8:78:ee:e5:d5:47	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:12.617
2011-01-07 16:32:00	2011-01-07 16:32:25	25,003	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:e3:41:49	00:00:00:00:00:00	33:33:ff:ef:7d:2f	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,003	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7d:2f	00:00:00:00:00:00	33:33:ff:30:a5:12	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,003	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	256	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:fc:00:9a:e2	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,003	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	54:c6:ff:a7:0d:ad	00:00:00:00:00:00	33:33:ff:00:9a:e2	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:09	2011-01-07 16:32:25	16,805	0.0.0.0	0.0.0.0	0	0	0	........	0	0	2	128	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	c8:4b:d6:77:ec:c5	00:00:00:00:00:00	14:84:77:47:d6:2c	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	6	540	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	90:f7:b2:15:36:a9	00:00:00:00:00:00	33:33:ff:e3:41:49	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:08	2011-01-07 16:32:25	17,912	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	64	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7d:2f	00:00:00:00:00:00	e8:78:ee:e5:d5:47	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	8	512	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	c8:4b:d6:77:ec:c5	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	92	5888	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:cf:9a:6d	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:04	2011-01-07 16:32:25	21,92	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	90	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	66:fc:e8:ec:1f:6c	00:00:00:00:00:00	7c:7a:3c:55:0f:1d	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	256	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:5e:ce:7b	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	54:c6:ff:a7:0d:ad	00:00:00:00:00:00	33:33:ff:e3:41:49	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	80	5120	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:fc:00:9a:e2	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	6	540	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	90:f7:b2:15:36:a9	00:00:00:00:00:00	33:33:ff:00:9a:e2	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	256	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	c8:4b:d6:77:ec:c5	00:00:00:00:00:00	7c:7a:3c:5e:ce:7b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	2	128	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:cf:9a:6d	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:04	2011-01-07 16:32:25	21,92	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	90	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	02:10:18:01:00:01	00:00:00:00:00:00	7c:7a:3c:55:0f:1d	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	6	540	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	90:f7:b2:15:36:a9	00:00:00:00:00:00	33:33:ff:ec:1f:6c	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	256	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:35:0b:bd	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
2011-01-07 16:32:09	2011-01-07 16:32:25	16,805	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	64	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7d:2f	00:00:00:00:00:00	14:84:77:47:d6:2c	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.509
