ts	                te	                td	    sa	            da	        sp	    dp	    pr	flg	     fwd stos	ipkt	ibyt	opkt	obyt	in	out	sas	das	smk	dmk	dtos	dir	nh	nhb	svln	dvln	ismc	odmc	idmc	osmc	mpls1	mpls2	mpls3	mpls4	mpls5	mpls6	mpls7	mpls8	mpls9	mpls10	cl	sl	al	ra	eng	exid	tr
2011-01-07 16:32:00	2011-01-07 16:32:25	25,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7d:2f	00:00:00:00:00:00	33:33:ff:15:36:a9	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7d:2f	00:00:00:00:00:00	33:33:ff:01:00:01	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:03	2011-01-07 16:32:25	22,117	0.0.0.0	0.0.0.0	0	0	0	........	0	0	2	128	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	c8:4b:d6:77:ec:c5	00:00:00:00:00:00	14:84:77:cf:9a:6d	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:e3:41:49	00:00:00:00:00:00	33:33:ff:ec:1f:6c	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	6	540	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	90:f7:b2:15:36:a9	00:00:00:00:00:00	33:33:ff:55:0f:1d	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	152	9728	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:47:d6:2c	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	93	5952	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:ed:a7:07	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	126	8064	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:e5:d5:47	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:fc:00:9a:e2	00:00:00:00:00:00	33:33:ff:a7:0d:ad	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	12	1176	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:d7:6d:b1:b0:66	00:00:00:00:00:00	33:33:00:01:00:03	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	256	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	66:fc:e8:ec:1f:6c	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:00	2011-01-07 16:32:25	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:fc:00:9a:e2	00:00:00:00:00:00	33:33:ff:15:36:a9	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:20.710
2011-01-07 16:32:01	2011-01-07 16:32:26	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	256	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:15:de:a0	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:01	2011-01-07 16:32:26	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:fc:00:9a:e2	00:00:00:00:00:00	33:33:ff:e3:41:49	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:01	2011-01-07 16:32:26	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7d:2f	00:00:00:00:00:00	33:33:ff:b4:6c:c0	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:01	2011-01-07 16:32:26	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	2	128	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:ed:a7:07	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:01	2011-01-07 16:32:26	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	6	540	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:55:0f:1d	00:00:00:00:00:00	33:33:ff:15:36:a9	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:01	2011-01-07 16:32:26	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	256	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:e5:d5:47	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:01	2011-01-07 16:32:26	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	4	360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:e3:41:49	00:00:00:00:00:00	33:33:ff:01:00:01	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:01	2011-01-07 16:32:26	25,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	126	8064	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:81:c1:b9	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:04	2011-01-07 16:32:26	22,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	2	128	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:15:29:4d	00:00:00:00:00:00	00:00:fc:00:f5:0b	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:03	2011-01-07 16:32:25	21,92	10.100.65.173	10.1.1.198	15860	7074	TCP	......S.	0	0	1	70	0	0	1	0	0	0	32	32	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:10	2011-01-07 16:32:25	15,804	10.100.65.59	255.255.255.255	25488	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	10.100.65.173	224.0.0.251	5353	5353	UDP	........	0	0	36	3024	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:00	2011-01-07 16:32:25	25,004	10.100.65.163	10.100.65.255	137	137	UDP	........	0	0	9	864	0	0	1	0	0	0	32	32	0	0	10.100.65.135	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:06	2011-01-07 16:32:25	19,805	10.100.65.123	255.255.255.255	20726	5246	UDP	........	0	0	2	458	0	0	1	0	0	0	32	32	0	0	127.0.0.1	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:06	2011-01-07 16:32:26	20,001	10.100.65.173	224.0.0.252	61961	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:04	2011-01-07 16:32:26	21,117	10.100.65.163	224.0.0.252	51737	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:01	2011-01-07 16:32:26	25,002	10.100.65.173	10.100.65.255	137	137	UDP	........	0	0	9	864	0	0	1	0	0	0	32	32	0	0	10.100.65.135	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:06	2011-01-07 16:32:26	20,002	10.100.65.123	224.0.1.140	20726	5246	UDP	........	0	0	2	458	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:04	2011-01-07 16:32:26	21,118	10.100.65.163	224.0.0.252	54114	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:01	2011-01-07 16:32:26	25,002	10.100.65.163	224.0.0.251	5353	5353	UDP	........	0	0	36	3024	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:10	2011-01-07 16:32:26	16,001	10.100.65.59	224.0.1.140	25488	5246	UDP	........	0	0	1	226	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:05	2011-01-07 16:32:26	21,002	10.100.65.173	224.0.0.252	59948	5355	UDP	........	0	0	2	156	0	0	1	0	0	0	32	0	0	0	0.0.0.0	0.0.0.0	0	0	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:24.617
2011-01-07 16:32:00	2011-01-07 16:32:37	36,198	0.0.0.0	0.0.0.0	0	0	0	........	0	0	177	11328	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:5e:ce:7b	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:16	2011-01-07 16:32:37	21,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	94	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	02:10:18:01:00:01	00:00:00:00:00:00	33:33:00:00:00:01	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:00	2011-01-07 16:32:37	36,198	0.0.0.0	0.0.0.0	0	0	0	........	0	0	115	7360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:55:0f:1d	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:00	2011-01-07 16:32:37	36,198	0.0.0.0	0.0.0.0	0	0	0	........	0	0	9	810	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	90:f7:b2:15:36:a9	00:00:00:00:00:00	33:33:ff:1d:7c:e3	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:00	2011-01-07 16:32:37	36,198	0.0.0.0	0.0.0.0	0	0	0	........	0	0	147	9408	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:88:7c:37	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:16	2011-01-07 16:32:37	21,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	174	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	d0:94:66:b1:28:bf	00:00:00:00:00:00	33:33:00:00:00:16	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:00	2011-01-07 16:32:37	36,198	0.0.0.0	0.0.0.0	0	0	0	........	0	0	160	10240	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:96:2d:2d:88:87	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:00	2011-01-07 16:32:37	36,198	0.0.0.0	0.0.0.0	0	0	0	........	0	0	216	13824	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:53:d5:9f	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:00	2011-01-07 16:32:37	36,198	0.0.0.0	0.0.0.0	0	0	0	........	0	0	88	5632	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	54:c6:ff:e9:ac:66	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:00	2011-01-07 16:32:37	36,198	0.0.0.0	0.0.0.0	0	0	0	........	0	0	153	9792	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	14:84:77:41:c9:e9	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:16	2011-01-07 16:32:37	21,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	2	228	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:d7:6d:b1:b0:66	00:00:00:00:00:00	33:33:00:00:00:16	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:01	2011-01-07 16:32:37	35,999	0.0.0.0	0.0.0.0	0	0	0	........	0	0	8	720	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:55:0f:1d	00:00:00:00:00:00	33:33:ff:1d:7c:e3	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:01	2011-01-07 16:32:37	35,999	0.0.0.0	0.0.0.0	0	0	0	........	0	0	115	7360	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	bc:d0:eb:fd:58:fb	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:16	2011-01-07 16:32:37	21,002	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	94	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	66:fc:e8:ec:1f:6c	00:00:00:00:00:00	33:33:00:00:00:16	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:22	2011-01-07 16:32:37	15,01	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	122	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:55:0f:1d	00:00:00:00:00:00	33:33:00:01:00:02	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:01	2011-01-07 16:32:37	35,999	0.0.0.0	0.0.0.0	0	0	0	........	0	0	7	630	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	e8:78:ee:ef:7d:2f	00:00:00:00:00:00	33:33:ff:1d:7c:e3	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:01	2011-01-07 16:32:37	35,999	0.0.0.0	0.0.0.0	0	0	0	........	0	0	184	11776	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:15:29:4d	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:01	2011-01-07 16:32:37	35,999	0.0.0.0	0.0.0.0	0	0	0	........	0	0	170	10880	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	7c:7a:3c:d8:b1:93	00:00:00:00:00:00	ff:ff:ff:ff:ff:ff	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
2011-01-07 16:32:16	2011-01-07 16:32:37	21,001	0.0.0.0	0.0.0.0	0	0	0	........	0	0	1	94	0	0	1	0	0	0	0	0	0	0	0.0.0.0	0.0.0.0	0	0	00:09:0f:09:1e:0a	00:00:00:00:00:00	33:33:00:00:00:16	00:00:00:00:00:00	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	0-0-0	    0.000	    0.000	    0.000	10.100.65.135	1/0	1	2024-06-18 13:21:33.617
